celltype,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene27,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200
Group6,-1.042458,0.731769,1.455438,0.318325,0.245193,0.205826,0.249368,0.632726,0.127638,-0.678395,-0.147835,-0.059389,0.056123,0.204610,-0.312615,-0.479108,-0.455021,-0.943740,0.529216,0.665477,0.823685,-0.305434,-1.414608,0.369332,0.255344,0.491746,0.149242,0.254308,0.559633,-0.162686,-0.395977,0.341165,-1.549935,-0.118691,-0.775775,0.466044,0.533715,0.251876,-2.278854,-0.886456,0.062914,0.306539,-0.834162,0.180213,0.322341,1.193472,-0.186027,0.768110,-0.022734,-0.384383,0.288612,-0.500714,-1.301061,-0.527564,0.269309,0.494389,0.570456,0.638698,-0.022361,1.364581,0.408342,-0.152662,-1.071883,0.405607,0.134658,-1.581934,-0.226473,0.426149,-0.067646,1.234359,0.647050,0.555659,0.509830,0.872619,-0.234173,0.327398,-1.603236,0.392203,0.245623,0.477188,0.292792,0.909212,-0.938265,-0.071496,0.123242,-1.054608,-2.614865,-0.089564,0.187823,-0.216527,0.670262,-0.627540,0.237703,-0.812499,0.107480,-0.542909,0.789788,-0.031572,-0.888500,0.223947,-0.274531,0.339694,-1.109836,0.780287,0.799054,-0.193578,0.600965,-0.656215,-0.932996,0.257598,-0.106321,0.379773,0.836931,0.215454,0.153209,0.093363,0.330209,-0.085751,-0.065627,0.892048,-0.190774,1.005293,-0.393031,0.431970,0.847817,0.212585,-2.344731,0.163095,0.384133,0.468329,-0.079084,0.393283,0.138911,0.276171,-0.237634,0.283017,-0.051001,0.514096,0.202986,0.386558,0.280075,-0.270289,0.597707,-0.251347,-2.670272,0.396884,-0.042650,-0.058794,0.920505,0.967183,0.775243,0.177484,0.086437,0.295043,0.000642,0.216118,0.897382,0.416641,-0.011908,0.707819,0.504586,0.164165,0.314509,-0.410646,0.525547,0.332374,0.068877,1.145480,1.347656,-0.236283,-0.133734,0.342889,0.405402,-2.300695,-1.342551,1.377909,-1.949903,0.365900,-0.414466,0.524061,0.569340,-0.072660,0.893376,-0.208982,0.793237,-0.696581,0.336278,0.259556,-0.041075,-0.959922,-3.137576,0.145429,-0.333834,1.550685,0.475094,0.146928,0.100346,-0.500848,0.532416
Group3,1.118512,-1.601090,-0.657105,0.339994,-0.952367,0.195426,0.346232,1.319691,0.476381,-0.678395,-0.208469,-0.059389,0.095876,0.174236,2.532473,-0.479108,-5.714546,-0.943740,0.037776,1.081485,-1.220055,0.235727,0.065714,0.374751,0.312419,-2.562571,0.275522,-2.849939,-1.532915,0.526156,-0.395977,0.310634,0.776854,0.173074,-0.775775,0.336038,0.385618,0.665104,0.582784,-0.886456,0.339434,0.249505,1.412085,0.594988,0.305531,0.078357,-0.186027,1.034455,0.045116,-0.384383,0.197329,-0.500714,-1.301061,-0.527564,0.651399,0.350130,0.529447,1.103202,-0.022361,1.829439,-2.218024,0.197770,-1.071883,-0.952621,0.241658,-1.581934,-0.226473,0.103986,0.870225,2.449683,0.704005,-0.939833,0.340036,-1.050515,-0.234173,0.681597,0.773551,0.639736,0.691584,0.557867,0.251406,0.549082,1.167709,0.450296,0.335609,-1.054608,-2.614865,-0.089564,-0.271210,-0.216527,0.355416,-0.627540,0.345875,-0.812499,0.476153,-0.542909,-0.944809,-0.031572,1.331944,0.407488,-0.274531,0.675836,0.947567,0.868010,1.203859,-0.193578,-2.161678,-0.656215,0.864966,0.563691,-0.106321,0.963715,-1.086084,0.004867,0.246342,0.047705,0.330947,-0.104278,0.183843,0.916090,-0.190774,-0.753242,-0.393031,-2.011685,-1.083999,0.624687,0.454378,-0.017888,0.460768,0.460501,12.936082,0.582065,-2.874081,0.276463,-0.237634,-1.918205,-0.051001,-1.316558,0.501671,0.398671,0.383899,-0.270289,0.648620,4.184451,0.409185,0.713158,-0.042650,0.011234,-1.536346,1.425423,0.537741,0.151775,0.243328,0.542720,0.266364,0.463165,-1.512969,0.459077,0.116176,0.344913,0.301597,0.392355,0.264363,-0.410646,-1.270698,0.759411,0.157408,0.918122,1.536173,-0.236283,-0.133734,-2.419134,-0.025515,0.589625,0.711403,0.824474,0.319168,0.455690,-0.414466,-1.854998,0.254646,0.336441,0.231471,0.138124,1.451480,-0.696581,0.220555,0.196873,-0.721429,0.979203,0.284077,0.130913,-0.333834,-0.613705,0.408025,0.326209,0.301277,-0.500848,-2.153535
Group6,-1.042458,-1.601090,1.194655,0.179133,-0.952367,0.399463,0.329903,-1.052576,-2.639564,-0.678395,0.080065,-0.059389,0.195769,0.289098,-0.312615,-0.479108,-0.361493,-0.943740,0.364552,-1.043709,-1.220055,-0.081178,0.700455,0.396639,0.308050,0.349801,0.208739,0.143673,0.871974,0.215351,-0.395977,0.384975,0.505962,0.200112,1.511167,0.401042,0.653678,0.407407,0.602458,-0.886456,-0.080919,0.470091,-0.834162,0.186597,0.341412,1.117082,-0.186027,-0.878724,-0.216376,-0.384383,0.385998,-0.500714,0.685022,-0.527564,0.462854,0.294809,0.425454,0.637145,-0.022361,-0.742386,0.505667,0.040425,-1.071883,0.703784,0.321315,0.412110,-0.226473,-2.887480,0.205262,-0.660036,-1.836471,1.020192,0.245092,-1.050515,-0.234173,-1.481792,0.595194,0.603732,0.281476,0.415508,0.359024,-1.069660,-0.938265,0.303486,-5.678561,-1.054608,0.305013,-0.089564,0.262298,-0.216527,-1.743648,-0.627540,0.078649,-0.812499,0.160147,-0.542909,1.111998,-0.031572,0.658395,0.186516,-0.274531,0.650144,-1.109836,-1.198409,-1.045588,-0.193578,0.441571,-0.656215,-0.932996,0.387256,-0.106321,0.245406,1.045761,0.167780,0.227752,-3.940108,0.432761,-0.393507,0.137078,0.587797,-0.190774,1.698989,-0.393031,0.414221,0.788029,-0.000555,0.191984,0.036234,0.477854,0.516003,-0.079084,0.392498,0.255569,0.561758,-0.237634,-1.918205,-0.051001,-1.316558,0.369660,0.180517,0.206920,-0.270289,0.656285,3.416038,0.270389,0.661195,-0.042650,0.107681,0.823971,0.965469,-1.303817,0.386480,0.228362,0.539952,0.234380,0.321137,0.611795,0.533195,0.058862,-1.918609,0.444620,0.175499,0.409968,0.614785,0.591482,-2.840671,0.501039,-0.892813,-0.781428,-0.236283,-0.133734,0.625998,0.560565,0.420995,-1.342551,-0.760814,0.604769,0.417800,-0.414466,0.445670,0.466657,0.326304,0.758344,0.137001,1.081910,1.394816,0.279200,-0.438977,0.077594,-0.959922,0.518287,0.407118,-0.333834,1.354542,0.661737,-0.009030,0.104986,-0.500848,0.502230
Group6,-1.042458,0.474838,0.949670,0.250693,0.970254,0.192490,0.187177,1.046451,0.133348,-0.678395,-0.129079,-0.059389,0.036511,0.205189,-0.312615,-0.479108,-0.601531,1.227255,0.498767,-1.043709,0.955085,-0.314621,0.609506,0.093566,0.200576,0.476135,0.258839,0.224226,-1.532915,0.102336,-0.395977,0.393968,-1.549935,0.139575,-0.775775,-2.461432,-1.468773,0.413642,0.444712,-0.886456,-0.278544,0.514096,-0.834162,-2.360797,0.369079,1.339495,-0.186027,1.393081,-0.329993,-0.384383,0.378010,-0.500714,0.352743,-0.527564,0.330673,0.202542,0.479376,0.800892,-0.022361,-0.742386,0.445642,0.103159,-1.071883,0.963892,-0.033041,0.499387,-0.226473,0.277815,-0.225004,-0.660036,0.753764,0.714869,0.454722,-1.050515,-0.234173,-1.481792,0.377797,-1.541514,0.307098,-2.095910,0.189321,-1.069660,-0.938265,0.466011,0.501360,-1.054608,0.421610,-0.089564,0.156471,-0.216527,0.600107,-0.627540,0.141655,-0.812499,-5.765422,-0.542909,-0.944809,-0.031572,1.471468,0.188467,-0.274531,0.559104,-1.109836,-1.198409,1.111302,-0.193578,0.139247,0.793988,0.885586,-2.504939,-0.106321,0.241305,-1.086084,-3.041559,0.250798,-0.023047,-3.541870,-0.010777,0.219996,-1.195173,-0.190774,-0.753242,-0.393031,-2.011685,-1.083999,0.317258,-2.344731,-0.024962,0.271068,-0.171395,-0.079084,0.345419,0.214262,0.346253,-0.237634,0.346575,-0.051001,-1.316558,0.364219,0.362736,0.104346,-0.270289,-1.750444,-0.251347,0.278723,0.808896,-0.042650,0.066076,0.607141,-0.979751,-1.303817,0.270737,0.259495,0.244497,0.126560,0.356414,0.758707,0.569705,0.311609,-1.918609,0.418058,0.121898,0.445535,-0.410646,-1.270698,0.270826,0.046263,1.684276,1.283440,-0.236283,-0.133734,0.629917,0.525691,0.541505,0.605985,1.519391,0.409241,0.397651,2.737226,0.655070,0.384762,-3.335134,0.837953,0.170269,1.546002,0.514692,0.263426,-0.118987,0.225906,1.317444,0.273196,0.168728,-0.333834,1.471485,-2.243151,0.435086,0.089629,-0.500848,-2.153535
Group6,0.752264,0.471830,-0.657105,-3.752337,-0.952367,0.264239,0.300403,0.045871,-2.639564,1.001134,-0.311891,-0.059389,0.182088,0.212832,-0.312615,-0.479108,-0.508036,-0.943740,0.491809,0.764065,0.877773,-0.137264,0.561400,0.222403,0.062248,0.378749,0.067224,0.169540,-1.532915,0.165323,-0.395977,0.084111,0.725168,0.220188,1.588203,0.304168,0.478980,0.318517,0.281622,-0.886456,0.013559,0.432637,-0.834162,0.413993,0.172189,1.212718,-0.186027,0.957600,-0.046804,-0.384383,0.276391,1.873048,0.901566,-0.527564,0.056696,0.593380,0.436431,0.516117,-0.022361,-0.742386,0.305145,-0.006230,-1.071883,1.102857,-4.008560,0.548938,-0.226473,0.435694,-0.023531,1.080048,0.508268,1.262585,0.437252,-1.050515,-0.234173,0.544065,0.513792,0.592313,0.432843,0.380969,0.238270,0.862660,-0.938265,0.117878,0.285805,-1.054608,0.105632,-0.089564,0.075668,-0.216527,-1.743648,-0.627540,-0.073454,-0.812499,0.433434,-0.542909,0.840928,-0.031572,-0.888500,-0.086796,-0.274531,0.309276,-1.109836,0.846425,0.608632,-0.193578,0.442736,-0.656215,-0.932996,-0.010825,-0.106321,-0.026637,-1.086084,0.295613,-3.622969,0.127675,0.258282,0.004069,-0.075771,0.921045,-0.190774,-0.753242,-0.393031,0.463507,-1.083999,0.494240,0.389389,0.109973,-2.578745,0.140314,-0.079084,0.153646,0.354972,0.453110,-0.237634,-1.918205,-0.051001,-1.316558,0.167796,0.203768,0.249768,-0.270289,0.502327,-0.251347,0.482269,0.768260,-0.042650,0.154903,0.785542,1.126271,-1.303817,0.208884,0.279154,0.533815,-0.000424,0.343708,0.796909,0.235750,0.052546,0.616741,0.437799,0.002553,0.488741,-0.410646,0.585583,0.255616,0.208495,-0.892813,1.192498,-0.236283,-0.133734,0.444585,0.457951,0.331713,0.769009,-0.760814,0.497685,0.201079,-0.414466,0.676176,0.112475,0.052036,0.494627,0.109301,1.558161,1.476031,0.260540,0.056459,-0.003508,0.909555,0.328080,-0.191011,-0.333834,-0.613705,0.214801,0.280279,0.018815,1.712201,0.268440
Group3,-1.042458,-1.601090,-0.657105,0.259143,0.598809,0.278795,0.519514,0.790480,0.288252,1.877283,0.276739,-0.059389,0.294020,0.296703,-0.312615,1.934595,0.135440,-0.943740,0.356743,-1.043709,0.693545,-0.164820,0.908354,0.188463,0.183049,0.441313,0.086466,0.496840,0.633657,0.220272,-0.395977,0.563583,-1.549935,0.257894,0.650605,0.337191,-1.468773,0.434619,0.421471,-0.886456,0.366155,0.260002,-0.834162,0.334916,0.341313,-0.083481,-0.186027,-0.878724,0.323240,-0.384383,0.337671,-0.500714,0.720316,-0.527564,0.654811,0.589350,0.602719,-1.213073,-0.022361,1.409291,0.369644,-4.826206,0.932716,1.126005,0.317568,0.426662,-0.226473,0.412302,0.787743,1.052572,0.571437,0.898341,0.542235,0.976052,-0.234173,0.670996,-1.603236,-1.541514,0.453499,0.323567,0.407145,-1.069660,1.134702,0.269967,0.053832,0.737204,0.192513,-0.089564,-0.286998,-0.216527,0.534294,1.859724,0.264895,-0.812499,-0.060408,-0.542909,-0.944809,-0.031572,1.221570,0.440108,-0.274531,0.572040,-1.109836,0.700859,0.902657,-0.193578,0.444493,-0.656215,1.127099,0.429985,-0.106321,0.824917,1.091804,0.422900,0.251881,0.178257,0.356958,0.147262,0.251508,-1.195173,-0.190774,-0.753242,-0.393031,0.558487,0.732552,-3.371048,0.437597,-4.219709,0.540156,0.509814,-0.079084,0.091007,0.304801,0.439645,-0.237634,0.838159,-0.051001,0.669060,0.381533,0.368252,-3.331193,-0.270289,0.723899,-0.251347,0.230572,0.522176,-0.042650,0.203974,0.685763,0.762347,0.768034,0.483100,0.040371,0.446645,0.070990,-2.609251,-1.512969,-2.143411,0.136371,-1.918609,0.471683,0.162760,0.572084,-0.410646,0.530469,0.610085,0.198429,1.061354,-0.781428,-0.236283,-0.133734,0.336345,-4.397265,0.388853,1.031532,-0.760814,0.495147,0.377789,-0.414466,0.769477,0.370201,0.219170,-1.185171,0.237946,1.133958,-0.696581,0.233816,0.130497,-0.694893,1.365786,0.273109,0.417776,-0.333834,-0.613705,0.389775,0.355025,0.226784,-0.500848,0.712426
Group2,-1.042458,0.545525,1.380281,0.167339,0.650824,0.320176,0.254212,0.680574,0.514039,-0.678395,0.042323,-0.059389,0.643200,0.295434,-0.312615,-0.479108,0.465352,-0.943740,0.377310,1.063223,-1.220055,0.262299,-1.414608,0.424516,0.173834,0.520207,0.443743,0.564907,0.627828,0.262961,-0.395977,0.524918,0.731039,0.306597,1.035490,0.556246,0.507751,0.044865,0.322677,-0.886456,0.358707,-2.413697,-0.834162,0.622034,0.535929,-0.520818,-0.186027,-0.878724,0.217200,-0.384383,-4.020023,-0.500714,-1.301061,-0.527564,0.344387,0.369121,0.452170,1.140625,-0.022361,-0.742386,0.515491,0.085226,-1.071883,-0.952621,0.334095,0.806618,-0.226473,0.447492,-4.734450,0.751577,0.688268,-0.939833,0.521325,-1.050515,-0.234173,0.893975,0.633109,-1.541514,0.509993,0.455065,0.350659,0.811168,-0.938265,0.570840,0.332914,-1.054608,-2.614865,-0.089564,0.400493,-0.216527,0.520490,-0.627540,0.389834,1.124618,-0.076290,-0.542909,0.908719,-0.031572,1.087847,0.215556,-0.274531,0.179044,1.072441,-1.198409,-1.045588,-0.193578,0.609328,-0.656215,-0.932996,0.269669,-0.106321,0.032082,0.632063,0.333539,0.319393,-3.940108,0.230475,0.108888,0.018065,-1.195173,-0.190774,-0.753242,-0.393031,0.398573,0.806275,0.333240,0.493066,0.381106,0.376039,-2.149789,-0.079084,-2.440274,0.200718,0.558431,-0.237634,0.317797,-0.051001,0.754740,0.273938,0.550458,0.049600,-0.270289,-1.750444,1.914152,0.417505,0.738382,-0.042650,0.219931,-1.536346,0.630192,-1.303817,0.369344,0.354325,0.768875,-0.068749,0.452754,0.534808,0.443908,0.189940,0.275724,0.511300,-0.019890,0.248963,-0.410646,-1.270698,0.510495,-0.154596,-0.892813,-0.781428,-0.236283,-0.133734,-2.419134,0.106727,0.283882,-1.342551,-0.760814,0.665771,0.709503,-0.414466,0.395460,0.587262,0.399106,-1.185171,0.219175,-0.859825,0.773401,0.141071,0.193046,0.356049,0.942890,0.197423,0.348297,-0.333834,-0.613705,-2.243151,0.279404,-0.029795,-0.500848,0.597071
Group6,0.773064,-1.601090,-0.657105,0.292843,0.694756,0.390089,0.287187,-1.052576,0.226143,-0.678395,0.332488,-0.059389,-5.119966,0.159875,-0.312615,-0.479108,-0.437739,1.261533,-1.892021,1.050486,0.834129,-0.016568,-1.414608,0.506895,-3.198621,0.250753,0.274771,-2.849939,0.731735,0.272754,-0.395977,0.158994,0.458457,0.535064,-0.775775,0.591200,0.506340,-2.459928,0.381641,0.991595,0.239116,0.256909,-0.834162,-2.360797,-2.486605,1.443112,-0.186027,0.941041,-0.098101,-0.384383,0.116176,-0.500714,0.771492,-0.527564,0.308637,0.581463,-2.146984,0.588053,-0.022361,-0.742386,-2.218024,0.133601,-1.071883,-0.952621,0.222919,-1.581934,-0.226473,-2.887480,-0.085505,-0.660036,0.541874,-0.939833,0.173980,0.917020,-0.234173,-1.481792,0.694913,0.443185,0.449731,-2.095910,0.116026,-1.069660,-0.938265,-0.042420,-0.010254,-1.054608,0.225594,-0.089564,0.129810,-0.216527,0.628588,-0.627540,0.159769,1.359879,0.250795,-0.542909,0.793853,-0.031572,-0.888500,-0.048497,-0.274531,0.472375,-1.109836,-1.198409,1.147967,-0.193578,-2.161678,-0.656215,-0.932996,0.361906,-0.106321,0.184731,1.179675,-3.041559,0.185717,-3.940108,0.213178,-0.207829,-0.185288,-1.195173,-0.190774,-0.753242,-0.393031,-2.011685,-1.083999,0.094440,0.489302,0.257535,0.530072,-2.149789,-0.079084,0.190142,0.439713,0.415127,-0.237634,0.380343,-0.051001,-1.316558,0.301446,-2.544200,0.195205,-0.270289,0.303534,-0.251347,0.558180,0.702220,-0.042650,0.066756,0.767509,-0.979751,-1.303817,-0.019527,-0.102075,-1.815530,0.119934,0.316781,0.747486,-2.143411,0.074629,0.715667,0.495572,-0.040230,-2.295134,-0.410646,-1.270698,-2.840671,-5.712724,-0.892813,-0.781428,-0.236283,-0.133734,0.595371,0.570023,0.537127,0.784666,-0.760814,0.526652,0.427221,-0.414466,-1.854998,0.492068,0.186954,-1.185171,0.009018,-0.859825,-0.696581,0.148181,-0.023864,0.117575,-0.959922,0.250861,0.192179,-0.333834,1.491875,-2.243151,0.274750,0.114555,-0.500848,0.488409
Group2,-1.042458,0.733270,-0.657105,0.344901,1.193847,0.225573,0.413392,0.721723,0.344831,-0.678395,0.365552,-0.059389,0.470712,0.253148,-0.312615,-0.479108,0.691634,-0.943740,0.320231,-1.043709,-1.220055,-0.007483,0.915070,0.490615,0.128824,0.413717,0.320187,0.390271,0.537156,0.280155,-0.395977,0.488051,-1.549935,-0.003733,0.826714,0.455432,-1.468773,-2.459928,0.492786,-0.886456,0.252753,0.540880,1.084595,0.401460,0.397065,-0.441445,-0.186027,-0.878724,-0.078505,-0.384383,0.184556,1.699440,-1.301061,-0.527564,0.217094,0.514678,-2.146984,1.179397,-0.022361,-0.742386,0.406620,0.096566,0.754360,-0.952621,0.253859,-1.581934,-0.226473,-2.887480,0.195943,-0.660036,0.466925,-0.939833,0.442533,0.756592,-0.234173,-1.481792,0.793283,-1.541514,0.520214,0.364646,0.414027,1.127281,-0.938265,0.456118,0.006029,-1.054608,0.206214,-0.089564,0.306029,-0.216527,0.641277,1.211375,0.239409,1.093131,0.155953,-0.542909,-0.944809,-0.031572,1.051486,0.418739,-0.274531,0.432880,0.664700,0.882831,0.509115,-0.193578,0.212299,0.936792,-0.932996,0.315646,-0.106321,0.152645,0.849091,0.328516,0.238999,0.198930,0.357484,0.383564,0.033334,1.030496,-0.190774,0.699174,-0.393031,0.553214,1.082734,0.270442,0.422105,0.215288,0.466173,0.473970,-0.079084,0.405502,0.320570,0.466533,5.868096,0.246351,-0.051001,0.693847,-2.680053,-2.544200,0.323071,-0.270289,-1.750444,-0.251347,0.304407,0.698056,-0.042650,-0.356580,-1.536346,-0.979751,0.970048,0.234654,-4.279666,0.656328,0.204938,0.391289,-1.512969,0.379304,0.083306,0.543050,-2.692230,-0.074916,0.465523,-0.410646,-1.270698,0.269913,0.166273,1.187537,-0.781428,-0.236283,-0.133734,0.171052,0.107747,0.423758,0.493329,1.065896,0.371579,0.822345,-0.414466,0.568668,0.621358,0.067747,0.720985,0.180261,-0.859825,1.812568,-0.057996,0.265735,-0.101430,-0.959922,0.404415,0.499474,-0.333834,-0.613705,0.357646,0.172245,0.230159,-0.500848,0.470617
Group5,-1.042458,0.735538,1.638503,-0.031370,1.149530,0.105249,0.282472,-1.052576,0.443987,1.823377,-0.013198,-0.059389,0.238675,0.038524,-0.312615,-0.479108,0.054240,-0.943740,0.628565,0.995190,-1.220055,0.083525,-1.414608,0.409812,0.178168,0.300569,0.568214,-2.849939,-1.532915,0.273664,-0.395977,0.464118,0.484110,0.305420,1.412721,0.331258,0.497780,0.520205,0.323641,-0.886456,0.131611,0.250512,1.332231,-2.360797,0.256993,-0.282526,-0.186027,-0.878724,0.391917,-0.384383,0.351528,-0.500714,0.848152,-0.527564,0.573858,0.641450,0.479458,1.026342,-0.022361,-0.742386,-2.218024,0.279887,-1.071883,0.968742,-0.112397,0.650927,-0.226473,0.479995,0.008036,-0.660036,0.445343,1.072776,0.423396,-1.050515,-0.234173,0.604434,-1.603236,-1.541514,0.453035,0.297187,0.173403,1.323463,0.016079,0.089194,0.179106,-1.054608,0.595589,-0.089564,-0.017313,-0.216527,-1.743648,-0.627540,0.185249,-0.812499,0.296248,0.696036,-0.944809,-0.031572,-0.888500,0.166119,-0.274531,0.514580,-1.109836,0.815679,-1.045588,-0.193578,-2.161678,-0.656215,1.122665,0.174513,-0.106321,0.000647,0.914633,0.312470,-3.622969,0.450120,0.194941,0.228041,0.324814,-1.195173,-0.190774,-0.753242,-0.393031,-2.011685,-1.083999,0.137981,0.379448,0.280088,0.489475,-2.149789,-0.079084,0.538313,0.146634,0.039640,-0.237634,0.408227,-0.051001,0.779824,0.310466,0.300144,-3.331193,-0.270289,0.708833,4.197080,0.553594,0.813164,-0.042650,-0.030403,0.686711,-0.979751,0.909750,0.344871,0.246371,0.472559,0.163686,-2.609251,0.371468,0.424087,0.126562,0.543714,0.497229,0.189319,0.321892,-0.410646,1.232253,0.569872,0.500046,-0.892813,-0.781428,-0.236283,-0.133734,0.564448,0.195129,-2.300695,0.532632,-0.760814,0.560633,0.430283,-0.414466,-1.854998,0.497919,-3.335134,0.944958,0.276044,-0.859825,-0.696581,0.434102,-0.286426,0.375190,-0.959922,0.289110,0.229698,-0.333834,-0.613705,0.403511,0.322485,0.267035,2.224309,0.569530
Group3,-1.042458,-1.601090,1.741076,0.326683,1.058338,0.436548,0.146313,1.239754,0.267386,1.354640,-0.251110,-0.059389,0.068832,0.082585,4.443421,-0.479108,0.355252,1.253088,-1.892021,-1.043709,0.869123,0.445909,0.869162,0.261677,0.235517,0.595326,0.319907,0.459365,0.415944,0.326278,-0.395977,0.455172,0.872551,0.408166,1.445720,-2.461432,0.523781,0.575310,-2.278854,1.185591,0.412211,0.454145,-0.834162,0.663428,0.282417,-0.213150,-0.186027,-0.878724,0.351428,-0.384383,0.190110,-0.500714,-1.301061,-0.527564,0.594746,0.702823,0.349312,-1.213073,-0.022361,-0.742386,-2.218024,0.128117,0.958560,1.147791,0.037512,0.560704,-0.226473,0.380018,0.940262,1.710329,0.549548,1.361295,0.311606,-1.050515,-0.234173,0.735928,-1.603236,0.775622,0.588680,0.209916,0.388940,-1.069660,-0.938265,0.298558,0.308259,-1.054608,0.320462,-0.089564,-0.212352,-0.216527,0.657058,-0.627540,0.218116,-0.812499,-5.765422,-0.542909,1.474062,-0.031572,1.239243,0.201896,-0.274531,0.506255,1.120074,0.701089,-1.045588,-0.193578,0.534347,-0.656215,-0.932996,0.327558,-0.106321,0.716084,0.815152,0.267202,0.524915,-0.032068,-3.541870,-0.024837,0.155771,0.915997,-0.190774,-0.753242,-0.393031,0.524230,-1.083999,0.532040,0.496742,-4.219709,-2.578745,0.595992,-0.079084,0.591589,0.459754,0.556044,-0.237634,0.741539,-0.051001,0.771539,0.245102,0.345595,0.429247,-0.270289,-1.750444,-0.251347,0.111180,0.645749,-0.042650,0.109194,0.830926,0.944731,0.723686,0.374584,0.051331,0.617811,0.061429,-2.609251,-1.512969,0.427286,0.351710,0.390853,-2.692230,0.239790,0.592134,-0.410646,-1.270698,0.411309,0.155549,0.481583,0.860553,-0.236283,-0.133734,0.570291,0.035000,0.507528,-1.342551,-0.760814,-1.949903,0.261822,-0.414466,0.444276,0.272135,0.315284,1.264546,0.272894,1.212807,-0.696581,-0.079681,0.305792,-0.681691,-0.959922,0.305182,0.219588,-0.333834,-0.613705,0.208790,0.174153,0.115640,1.402031,0.532257
Group4,-1.042458,-1.601090,-0.657105,0.246666,0.393570,0.230141,0.427529,0.787305,0.409012,-0.678395,0.023928,-0.059389,-0.064111,0.482178,-0.312615,-0.479108,0.194117,-0.943740,-1.892021,-1.043709,0.803741,0.159790,-1.414608,0.290069,0.312171,0.343370,0.300852,0.409778,0.609790,0.221650,-0.395977,0.453442,-1.549935,-4.952579,-0.775775,-2.461432,-1.468773,0.501829,0.355231,-0.886456,0.139895,0.429897,-0.834162,0.080708,0.387538,-0.347874,-0.186027,-0.878724,0.142635,-0.384383,0.333576,-0.500714,1.042235,2.296070,0.510033,0.553367,-2.146984,0.906657,-0.022361,-0.742386,0.460099,0.033876,0.791728,1.340913,0.272188,1.022212,-0.226473,0.323531,0.300643,-0.660036,0.559599,1.019663,0.380479,-1.050515,-0.234173,-1.481792,0.431707,-1.541514,-2.553761,0.753762,0.220293,0.856796,-0.938265,-3.296587,-0.008728,-1.054608,0.201144,-0.089564,0.120820,-0.216527,-1.743648,-0.627540,0.295961,-0.812499,0.168593,-0.542909,-0.944809,-0.031572,1.254152,0.283173,-0.274531,0.711684,-1.109836,-1.198409,0.812813,-0.193578,0.301323,1.234285,1.032097,0.450462,-0.106321,0.302085,-1.086084,0.409162,0.113551,0.484026,0.288030,0.236153,0.041557,-1.195173,-0.190774,-0.753242,-0.393031,0.254912,0.918105,0.128150,0.497042,0.394284,0.571978,-2.149789,-0.079084,0.462743,0.426474,-2.355493,-0.237634,0.563632,-0.051001,0.601067,0.409542,0.296588,0.300200,2.502552,0.438935,-0.251347,0.273726,-1.406995,-0.042650,0.208526,-1.536346,-0.979751,0.776159,0.263766,0.367154,0.319665,0.140828,0.470790,-1.512969,0.515220,0.013806,0.618870,0.187084,0.139857,-2.295134,-0.410646,0.476839,0.228664,0.076741,-0.892813,-0.781428,4.260734,-0.133734,0.535175,0.071974,0.243455,0.555733,1.144728,0.529235,0.258382,-0.414466,0.439826,-2.319070,-3.335134,0.973220,0.355511,-0.859825,-0.696581,0.163270,0.349599,0.347424,0.863177,0.404523,0.307728,-0.333834,-0.613705,-2.243151,0.358063,0.239724,2.184428,0.498802
